,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(cc),Power(bhp),Seats,Price(lakhs),Brand
2977,Tigor 1.2 Revotron XT,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,4.95,Tata
2978,City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.25,Honda
2979,3 Series 320d,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,20.99,BMW
2980,E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,17.5,Mercedes-Benz
2981,Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36,Maruti
2982,Ertiga VXI,Delhi,2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.35,Maruti
2983,Verna 1.6 VTVT,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2.95,Hyundai
2984,Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,55.7,Land-Rover
2985,Santro Xing GL,Kolkata,2009,60170,Petrol,Manual,First,18.9,1086.0,62.0,5.0,1.15,Hyundai
2986,New C-Class C 220 CDI Style,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,37.5,Mercedes-Benz
2987,i10 Magna 1.2,Kochi,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.07,Hyundai
2988,Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99,Volkswagen
2989,Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9,Maruti
2990,Duster 85PS Diesel RxL,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49,Renault
2991,Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1,Tata
2992,GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,56.0,Mercedes-Benz
2993,Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5,Hyundai
2994,Verna CRDi SX ABS,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3.0,Hyundai
2995,Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.1,Hyundai
2996,Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.25,Ford
2997,Swift VDI Optional,Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95,Maruti
2998,Pulse RxL,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,4.95,Renault
2999,Polo 1.2 MPI Highline,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.49,Volkswagen
3000,3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67,BMW
3001,Rapid 1.6 MPI Active,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.25,Skoda
3002,Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,34.88,Audi
3003,Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9,Maruti
3004,City i DTEC VX,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,5.99,Honda
3005,E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.4,Mercedes-Benz
3006,A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,29.0,Audi
3007,Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,5.85,Mahindra
3008,City 1.5 EXI AT,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,2.21,Honda
3009,SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.4,Maruti
3010,Corolla Altis G,Pune,2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,3.0,Toyota
3011,Vento Petrol Highline AT,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,3.75,Volkswagen
3012,EON Era Plus,Pune,2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.95,Hyundai
3013,Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5.8,Skoda
3014,Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.9,Maruti
3015,Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,16.95,Toyota
3016,Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5,Toyota
3017,Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,5.0,Tata
3018,Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,4.68,Skoda
3019,Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.8,Ford
3020,KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.46,Renault
3021,i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.0,Hyundai
3022,Laura Ambiente,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4.5,Skoda
3023,Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.87,Toyota
3024,Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,9.5,Mahindra
3025,Q5 2.0 TDI Premium Plus,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,32.5,Audi
3026,Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.88,Chevrolet
3027,3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08,BMW
3028,Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5,Nissan
3029,Accord 2.4 MT,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,3.5,Honda
3030,Verna CRDi,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.45,Hyundai
3031,Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35,Maruti
3032,City i VTEC SV,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.0,Honda
3033,A7 2011-2015 Sportback,Kolkata,2012,24720,Diesel,Automatic,Second,16.55,2967.0,241.4,5.0,28.0,Audi
3034,Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,2.0,Ford
3035,i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35,Hyundai
3036,E-Class E250 CDI Avantgrade,Kochi,2015,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,24.63,Mercedes-Benz
3037,Wagon R LXI CNG,Pune,2012,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,3.0,Maruti
3038,EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.9,Ford
3039,i20 1.2 Magna,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25,Hyundai
3040,City i VTEC V,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,8.25,Honda
3041,Micra Diesel XV,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.85,Nissan
3042,Figo Diesel EXI,Pune,2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3.2,Ford
3043,Micra XL,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,1.75,Nissan
3044,Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,5.75,Honda
3045,Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.7,Skoda
3046,Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9,Maruti
3047,i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.25,Hyundai
3048,Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5,Hyundai
3049,Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.34,Maruti
3050,Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.85,Maruti
3051,Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.5,Toyota
3052,Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.2,Hyundai
3053,Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,6.75,Maruti
3054,Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,26.0,Ford
3055,i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8.61,Hyundai
3056,Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,1.46,Maruti
3057,Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,2.8,Maruti
3058,Alto K10 LXI CNG Optional,Kochi,2018,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,4.0,Maruti
3059,City 1.5 S MT,Mumbai,2014,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.47,Honda
3060,Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.45,Maruti
3061,X1 sDrive 20d Sportline,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,21.5,BMW
3062,Manza Aqua Safire,Mumbai,2010,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1.38,Tata
3063,XUV500 W10 2WD,Chennai,2016,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.5,Mahindra
3064,i10 Sportz AT,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,3.1,Hyundai
3065,Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.49,Maruti
3066,Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.51,Maruti
3067,Figo Petrol ZXI,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,2.39,Ford
3068,Wagon R CNG LXI,Delhi,2014,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,3.25,Maruti
3069,Vento Sport 1.2 TSI AT,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5.65,Volkswagen
3070,Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,1.85,Mahindra
3071,Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2.02,Porsche
3072,Swift Dzire VDi,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.8,Maruti
3073,Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.9,Volkswagen
3074,Verna 1.6 VTVT,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.35,Hyundai
3075,i10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.85,Hyundai
3076,E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,22.75,Mercedes-Benz
3077,Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.45,Maruti
3078,i10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.64,Hyundai
3079,Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.27,Honda
3080,Safari Storme VX,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,10.0,Tata
3081,Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95,Honda
3082,i20 Asta,Kochi,2010,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.38,Hyundai
3083,Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,16.8,Volkswagen
3084,Jazz Select Edition,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,1.99,Honda
3085,Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.84,Hyundai
3086,XF Diesel,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,36.15,Jaguar
3087,XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,25.7,Jaguar
3088,XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.24,Mahindra
3089,S Cross DDiS 320 Alpha,Delhi,2015,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.65,Maruti
3090,A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.31,Audi
3091,Duster 110PS Diesel RxZ,Delhi,2013,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.75,Renault
3092,Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.69,Maruti
3093,Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1,Volkswagen
3094,Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.55,Maruti
3095,Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.84,Hyundai
3096,Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,1.6,Tata
3097,A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,21.73,Audi
3098,Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.75,Volkswagen
3099,Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.45,Maruti
3100,Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,31.55,Mini
3101,A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10.25,Audi
3102,Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,27.36,Ford
3103,Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,6.5,Ford
3104,Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25,Hyundai
3105,Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,5.5,Chevrolet
3106,Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,4.0,Maruti
3107,Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.65,Tata
3108,New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,28.5,Mercedes-Benz
3109,Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,7.11,Chevrolet
3110,Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.9,Maruti
3111,Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.6,Hyundai
3112,Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5.0,2.25,Maruti
3113,Verna 1.6 SX,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.9,Hyundai
3114,XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,28.63,Jaguar
3115,Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,Skoda
3116,Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.0,Maruti
3117,Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.5,Volkswagen
3118,Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,5.0,Honda
3119,Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,20.0,1196.0,63.0,5.0,3.72,Maruti
3120,Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.45,Maruti
3121,Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5,Maruti
3122,Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.36,Hyundai
3123,Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5,Hyundai
3124,Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.0,Nissan
3125,Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.08,Hyundai
3126,Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0,Volkswagen
3127,Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,20.25,Toyota
3128,Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.0,Toyota
3129,A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,17.5,Mercedes-Benz
3130,EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.1,Hyundai
3131,Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,7.5,Hyundai
3132,Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4.0,24.77,Mini
3133,Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,8.65,Renault
3134,Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,35.5,Ford
3135,Corolla Altis GL MT,Delhi,2014,60750,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.5,Toyota
3136,XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,13.0,Mahindra
3137,7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,26.5,BMW
3138,Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.4,Maruti
3139,City i VTEC SV,Kochi,2017,38424,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.51,Honda
3140,Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.3,Maruti
3141,City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95,Honda
3142,Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.91,Maruti
3143,Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461.0,108.45,5.0,9.75,Renault
3144,Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,4.0,Maruti
3145,Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,Maruti
3146,XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.75,Mahindra
3147,Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.51,Honda
3148,M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,17.9,2987.0,165.0,5.0,49.22,Mercedes-Benz
3149,Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248.0,88.8,5.0,3.7,Tata
3150,Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.99,Toyota
3151,Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.15,Maruti
3152,Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.4,Hyundai
3153,Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,4.25,Honda
3154,Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,Honda
3155,City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.7,Honda
3156,Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,39.75,Land-Rover
3157,City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.5,Honda
3158,E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997.0,231.1,5.0,7.0,Mercedes-Benz
3159,Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,0.8,Ford
3160,Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.25,Toyota
3161,A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25,Maruti
3162,Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.07,1948.0,83.1,7.0,4.85,Tata
3163,City V AT,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497.0,116.3,5.0,6.42,Honda
3164,Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,2.5,Nissan
3165,Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,5.75,Hyundai
3166,800 Std,Pune,2003,52000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.5,Maruti
3167,XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.52,Mahindra
3168,SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,4.5,Maruti
3169,i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,4.75,Hyundai
3170,Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.54,Hyundai
3171,E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.41,Mercedes-Benz
3172,Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,19.25,Toyota
3173,S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,20.0,Volvo
3174,E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,13.0,Mercedes-Benz
3175,Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,3.99,Honda
3176,Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.65,Honda
3177,Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.65,Maruti
3178,Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.15,Maruti
3179,Corolla Altis G HV AT,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,8.25,Toyota
3180,Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.0,Land-Rover
3181,Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5,Maruti
3182,Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956.0,170.0,5.0,17.5,Jeep
3183,Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.31,Maruti
3184,Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.2,Honda
3185,Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.32,Volkswagen
3186,Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.75,Honda
3187,Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,4.7,Toyota
